Vocab size: 8,192
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 10, 'n_head': 5, 'n_kv_head': 5, 'n_embd': 640, 'window_pattern': 'SSSL'}
Parameter counts:
  wte                     : 5,242,880
  value_embeds            : 26,214,400
  lm_head                 : 5,242,880
  transformer_matrices    : 49,153,600
  scalars                 : 20
  total                   : 85,853,780
Estimated FLOPs per token: 4.286150e+08
Scaling AdamW LRs by 1/sqrt(640/768) = 1.095445
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011344 | lrm: 0.00 | dt: 9969ms | tok/sec: 26,296 | mfu: 1.1% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011376 | lrm: 0.00 | dt: 246ms | tok/sec: 1,066,209 | mfu: 46.2% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011383 | lrm: 0.00 | dt: 248ms | tok/sec: 1,056,200 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011365 | lrm: 0.00 | dt: 248ms | tok/sec: 1,056,769 | mfu: 45.8% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011340 | lrm: 0.00 | dt: 249ms | tok/sec: 1,050,844 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011338 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,267 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011351 | lrm: 0.00 | dt: 249ms | tok/sec: 1,051,408 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011337 | lrm: 0.00 | dt: 249ms | tok/sec: 1,054,270 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011332 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,177 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011322 | lrm: 0.00 | dt: 249ms | tok/sec: 1,052,279 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011320 | lrm: 0.00 | dt: 249ms | tok/sec: 1,053,182 | mfu: 45.6% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011337 | lrm: 0.00 | dt: 251ms | tok/sec: 1,046,143 | mfu: 45.3% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011326 | lrm: 0.02 | dt: 250ms | tok/sec: 1,049,590 | mfu: 45.5% | epoch: 1 | remaining: 299s    
step 00013 (0.2%) | loss: 9.010648 | lrm: 0.03 | dt: 265ms | tok/sec: 990,365 | mfu: 42.9% | epoch: 1 | remaining: 299s    
step 00014 (0.3%) | loss: 9.008759 | lrm: 0.05 | dt: 270ms | tok/sec: 971,530 | mfu: 42.1% | epoch: 1 | remaining: 299s    
step 00015 (0.3%) | loss: 9.005087 | lrm: 0.07 | dt: 273ms | tok/sec: 960,578 | mfu: 41.6% | epoch: 1 | remaining: 299s    
step 00016 (0.4%) | loss: 8.999102 | lrm: 0.09 | dt: 274ms | tok/sec: 956,196 | mfu: 41.4% | epoch: 1 | remaining: 298s    
step 00017 (0.5%) | loss: 8.989749 | lrm: 0.11 | dt: 269ms | tok/sec: 975,203 | mfu: 42.2% | epoch: 1 | remaining: 298s    
step 00018 (0.6%) | loss: 8.975316 | lrm: 0.12 | dt: 269ms | tok/sec: 973,655 | mfu: 42.2% | epoch: 1 | remaining: 298s    
step 00019 (0.7%) | loss: 8.952613 | lrm: 0.14 | dt: 270ms | tok/sec: 971,235 | mfu: 42.1% | epoch: 1 | remaining: 298s    
step 00020 (0.8%) | loss: 8.916680 | lrm: 0.16 | dt: 270ms | tok/sec: 971,617 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00021 (0.9%) | loss: 8.860063 | lrm: 0.18 | dt: 270ms | tok/sec: 971,203 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00022 (1.0%) | loss: 8.774274 | lrm: 0.20 | dt: 270ms | tok/sec: 971,445 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00023 (1.1%) | loss: 8.661421 | lrm: 0.21 | dt: 270ms | tok/sec: 971,350 | mfu: 42.1% | epoch: 1 | remaining: 297s    
step 00024 (1.2%) | loss: 8.538054 | lrm: 0.23 | dt: 273ms | tok/sec: 960,248 | mfu: 41.6% | epoch: 1 | remaining: 296s    
step 00025 (1.2%) | loss: 8.405472 | lrm: 0.25 | dt: 268ms | tok/sec: 976,544 | mfu: 42.3% | epoch: 1 | remaining: 296s    
step 00026 (1.3%) | loss: 8.261034 | lrm: 0.27 | dt: 269ms | tok/sec: 973,035 | mfu: 42.1% | epoch: 1 | remaining: 296s    
step 00027 (1.4%) | loss: 8.108002 | lrm: 0.29 | dt: 270ms | tok/sec: 970,083 | mfu: 42.0% | epoch: 1 | remaining: 295s    
step 00028 (1.5%) | loss: 7.955655 | lrm: 0.30 | dt: 274ms | tok/sec: 955,206 | mfu: 41.4% | epoch: 1 | remaining: 295s    
step 00029 (1.6%) | loss: 7.805408 | lrm: 0.32 | dt: 269ms | tok/sec: 975,145 | mfu: 42.2% | epoch: 1 | remaining: 295s    
step 00030 (1.7%) | loss: 7.655590 | lrm: 0.34 | dt: 271ms | tok/sec: 967,399 | mfu: 41.9% | epoch: 1 | remaining: 295s    
